"","cod_pais","region","sub_reg1","sub_reg2","fecha","tiendas_y_ocio","supermercados_y_farmacias","parques","estaciones_de_transporte_publico","lugares_de_trabajo","zonas_residenciales","dia_semana","dia","n_mes","mes"
"282","AR","Argentina","","",2020-11-22,-46,-18,-50,-35,-10,8,"domingo",22,11,NA
"283","AR","Argentina","","",2020-11-23,-59,-35,-57,-58,-56,15,"lunes",23,11,NA
"284","AR","Argentina","","",2020-11-24,-44,-11,-65,-39,-15,10,"martes",24,11,NA
"285","AR","Argentina","","",2020-11-25,-44,-12,-61,-41,-14,11,"miercoles",25,11,NA
"286","AR","Argentina","","",2020-11-26,-44,-14,-61,-38,-14,11,"jueves",26,11,NA
"287","AR","Argentina","","",2020-11-27,-40,-8,-58,-37,-11,10,"viernes",27,11,NA
"288","AR","Argentina","","",2020-11-28,-44,-11,-65,-38,-5,11,"sabado",28,11,NA
"289","AR","Argentina","","",2020-11-29,-52,-23,-60,-40,-9,11,"domingo",29,11,NA
"290","AR","Argentina","","",2020-11-30,-41,-9,-59,-37,-12,9,"lunes",30,11,NA
"291","AR","Argentina","","",2020-12-01,-37,-6,-56,-34,-12,8,"martes",1,12,"marzo"
"292","AR","Argentina","","",2020-12-02,-42,-10,-62,-39,-12,9,"miercoles",2,12,"marzo"
"293","AR","Argentina","","",2020-12-03,-37,-4,-58,-34,-10,9,"jueves",3,12,"marzo"
"294","AR","Argentina","","",2020-12-04,-32,5,-57,-29,-9,8,"viernes",4,12,"marzo"
"295","AR","Argentina","","",2020-12-05,-28,10,-52,-18,0,5,"sabado",5,12,"marzo"
"296","AR","Argentina","","",2020-12-06,-37,-6,-44,-27,-5,6,"domingo",6,12,"marzo"
"297","AR","Argentina","","",2020-12-07,-41,-14,-44,-47,-48,10,"lunes",7,12,"marzo"
"298","AR","Argentina","","",2020-12-08,-52,-28,-51,-53,-52,12,"martes",8,12,"marzo"
"299","AR","Argentina","","",2020-12-09,-33,1,-51,-29,-8,6,"miercoles",9,12,"marzo"
"300","AR","Argentina","","",2020-12-10,-36,-4,-57,-31,-10,8,"jueves",10,12,"marzo"
"301","AR","Argentina","","",2020-12-11,-32,2,-55,-30,-8,8,"viernes",11,12,"marzo"
"302","AR","Argentina","","",2020-12-12,-32,-1,-54,-22,1,7,"sabado",12,12,"marzo"
"303","AR","Argentina","","",2020-12-13,-45,-16,-58,-35,-7,10,"domingo",13,12,"marzo"
"304","AR","Argentina","","",2020-12-14,-32,-2,-54,-28,-9,7,"lunes",14,12,"marzo"
"305","AR","Argentina","","",2020-12-15,-29,1,-53,-27,-9,6,"martes",15,12,"marzo"
"306","AR","Argentina","","",2020-12-16,-31,0,-49,-26,-7,6,"miercoles",16,12,"marzo"
"307","AR","Argentina","","",2020-12-17,-31,-2,-52,-27,-8,7,"jueves",17,12,"marzo"
"308","AR","Argentina","","",2020-12-18,-28,6,-53,-24,-7,6,"viernes",18,12,"marzo"
"309","AR","Argentina","","",2020-12-19,-25,9,-54,-14,2,5,"sabado",19,12,"marzo"
"310","AR","Argentina","","",2020-12-20,-34,-3,-50,-20,1,7,"domingo",20,12,"marzo"
"311","AR","Argentina","","",2020-12-21,-17,16,-48,-16,-7,4,"lunes",21,12,"marzo"
"312","AR","Argentina","","",2020-12-22,-13,24,-44,-15,-8,3,"martes",22,12,"marzo"
"313","AR","Argentina","","",2020-12-23,-11,38,-42,-10,-6,2,"miercoles",23,12,"marzo"
"314","AR","Argentina","","",2020-12-24,-35,16,-63,-34,-30,7,"jueves",24,12,"marzo"
"315","AR","Argentina","","",2020-12-25,-76,-71,-61,-69,-64,12,"viernes",25,12,"marzo"
"316","AR","Argentina","","",2020-12-26,-42,-15,-55,-36,-11,9,"sabado",26,12,"marzo"
"317","AR","Argentina","","",2020-12-27,-46,-23,-51,-34,-5,8,"domingo",27,12,"marzo"
"318","AR","Argentina","","",2020-12-28,-33,0,-54,-30,-13,7,"lunes",28,12,"marzo"
"319","AR","Argentina","","",2020-12-29,-28,8,-48,-27,-14,6,"martes",29,12,"marzo"
"320","AR","Argentina","","",2020-12-30,-23,27,-48,-24,-12,5,"miercoles",30,12,"marzo"
"321","AR","Argentina","","",2020-12-31,-40,16,-60,-38,-34,8,"jueves",31,12,"marzo"
"322","AR","Argentina","","",2021-01-01,-73,-70,-53,-68,-65,11,"viernes",1,1,"junio"
"323","AR","Argentina","","",2021-01-02,-46,-17,-53,-41,-16,10,"sabado",2,1,"junio"
"324","AR","Argentina","","",2021-01-03,-47,-23,-49,-36,-8,8,"domingo",3,1,"junio"
"325","AR","Argentina","","",2021-01-04,-36,-2,-53,-34,-17,8,"lunes",4,1,"junio"
"326","AR","Argentina","","",2021-01-05,-31,4,-53,-32,-18,8,"martes",5,1,"junio"
"327","AR","Argentina","","",2021-01-06,-34,-1,-48,-32,-16,8,"miercoles",6,1,"junio"
"328","AR","Argentina","","",2021-01-07,-34,-3,-48,-32,-16,8,"jueves",7,1,"junio"
"329","AR","Argentina","","",2021-01-08,-34,0,-49,-32,-16,9,"viernes",8,1,"junio"
"330","AR","Argentina","","",2021-01-09,-35,-3,-49,-27,-5,7,"sabado",9,1,"junio"
"331","AR","Argentina","","",2021-01-10,-44,-19,-47,-34,-6,7,"domingo",10,1,"junio"
"332","AR","Argentina","","",2021-01-11,-40,-8,-58,-41,-21,10,"lunes",11,1,"junio"
"333","AR","Argentina","","",2021-01-12,-34,-3,-47,-30,-18,7,"martes",12,1,"junio"
"334","AR","Argentina","","",2021-01-13,-39,-11,-47,-36,-19,5,"miercoles",13,1,"junio"
"335","AR","Argentina","","",2021-01-14,-41,-17,-51,-40,-24,5,"jueves",14,1,"junio"
"336","AR","Argentina","","",2021-01-15,-45,-21,-61,-45,-27,7,"viernes",15,1,"junio"
"337","AR","Argentina","","",2021-01-16,-45,-20,-61,-40,-18,7,"sabado",16,1,"junio"
"338","AR","Argentina","","",2021-01-17,-46,-26,-48,-39,-15,5,"domingo",17,1,"junio"
"339","AR","Argentina","","",2021-01-18,-41,-17,-49,-39,-24,5,"lunes",18,1,"junio"
"340","AR","Argentina","","",2021-01-19,-40,-17,-46,-38,-25,5,"martes",19,1,"junio"
"341","AR","Argentina","","",2021-01-20,-41,-16,-43,-38,-22,5,"miercoles",20,1,"junio"
"342","AR","Argentina","","",2021-01-21,-41,-18,-47,-39,-23,6,"jueves",21,1,"junio"
"343","AR","Argentina","","",2021-01-22,-39,-14,-48,-37,-22,6,"viernes",22,1,"junio"
"344","AR","Argentina","","",2021-01-23,-42,-16,-48,-34,-13,5,"sabado",23,1,"junio"
"345","AR","Argentina","","",2021-01-24,-47,-26,-46,-38,-13,4,"domingo",24,1,"junio"
"346","AR","Argentina","","",2021-01-25,-43,-18,-52,-40,-23,6,"lunes",25,1,"junio"
"347","AR","Argentina","","",2021-01-26,-40,-14,-52,-38,-23,7,"martes",26,1,"junio"
"348","AR","Argentina","","",2021-01-27,-39,-14,-44,-37,-19,6,"miercoles",27,1,"junio"
"349","AR","Argentina","","",2021-01-28,-40,-15,-52,-38,-21,7,"jueves",28,1,"junio"
"350","AR","Argentina","","",2021-01-29,-38,-11,-51,-37,-20,8,"viernes",29,1,"junio"
"351","AR","Argentina","","",2021-01-30,-45,-15,-64,-42,-15,9,"sabado",30,1,"junio"
"352","AR","Argentina","","",2021-01-31,-48,-19,-63,-41,-14,9,"domingo",31,1,"junio"
"353","AR","Argentina","","",2021-02-01,-40,-10,-58,-39,-21,7,"lunes",1,2,"mayo"
"354","AR","Argentina","","",2021-02-02,-36,-8,-53,-34,-21,6,"martes",2,2,"mayo"
"355","AR","Argentina","","",2021-02-03,-37,-9,-47,-35,-18,5,"miercoles",3,2,"mayo"
"356","AR","Argentina","","",2021-02-04,-34,-8,-46,-32,-18,5,"jueves",4,2,"mayo"
"357","AR","Argentina","","",2021-02-05,-32,-3,-45,-30,-17,5,"viernes",5,2,"mayo"
"358","AR","Argentina","","",2021-02-06,-33,-6,-45,-25,-9,3,"sabado",6,2,"mayo"
"359","AR","Argentina","","",2021-02-07,-41,-19,-45,-30,-11,4,"domingo",7,2,"mayo"
"360","AR","Argentina","","",2021-02-08,-36,-6,-54,-33,-20,5,"lunes",8,2,"mayo"
"361","AR","Argentina","","",2021-02-09,-33,-3,-50,-30,-18,5,"martes",9,2,"mayo"
"362","AR","Argentina","","",2021-02-10,-33,-3,-45,-31,-16,4,"miercoles",10,2,"mayo"
"363","AR","Argentina","","",2021-02-11,-34,-7,-52,-32,-17,5,"jueves",11,2,"mayo"
"364","AR","Argentina","","",2021-02-12,-32,-2,-52,-29,-16,5,"viernes",12,2,"mayo"
"365","AR","Argentina","","",2021-02-13,-31,0,-49,-26,-11,4,"sabado",13,2,"mayo"
"366","AR","Argentina","","",2021-02-14,-27,-7,-36,-28,-8,5,"domingo",14,2,"mayo"
"367","AR","Argentina","","",2021-02-15,-43,-23,-36,-49,-58,10,"lunes",15,2,"mayo"
"368","AR","Argentina","","",2021-02-16,-46,-22,-44,-49,-54,9,"martes",16,2,"mayo"
"369","BO","Bolivia","","",2020-02-15,6,4,-1,-6,8,0,"sabado",15,2,"mayo"
"370","BO","Bolivia","","",2020-02-16,2,7,5,-6,4,3,"domingo",16,2,"mayo"
"371","BO","Bolivia","","",2020-02-17,-4,2,1,-5,17,0,"lunes",17,2,"mayo"
"372","BO","Bolivia","","",2020-02-18,-2,1,1,-6,17,-2,"martes",18,2,"mayo"
"373","BO","Bolivia","","",2020-02-19,0,3,3,0,20,-2,"miercoles",19,2,"mayo"
"374","BO","Bolivia","","",2020-02-20,0,5,3,0,17,-1,"jueves",20,2,"mayo"
"375","BO","Bolivia","","",2020-02-21,-4,6,0,9,13,-1,"viernes",21,2,"mayo"
"376","BO","Bolivia","","",2020-02-22,-1,8,7,6,-4,1,"sabado",22,2,"mayo"
"377","BO","Bolivia","","",2020-02-23,-3,6,8,-6,-4,0,"domingo",23,2,"mayo"
"378","BO","Bolivia","","",2020-02-24,-27,-16,-17,-16,-62,13,"lunes",24,2,"mayo"
"379","BO","Bolivia","","",2020-02-25,-41,-32,-37,-29,-68,13,"martes",25,2,"mayo"
"380","BO","Bolivia","","",2020-02-26,-18,-12,-12,-7,4,2,"miercoles",26,2,"mayo"
"381","BO","Bolivia","","",2020-02-27,-10,-3,-6,-9,15,0,"jueves",27,2,"mayo"
"382","BO","Bolivia","","",2020-02-28,-10,-2,-1,-13,16,0,"viernes",28,2,"mayo"
"383","BO","Bolivia","","",2020-02-29,-5,0,-5,-12,8,3,"sabado",29,2,"mayo"
"384","BO","Bolivia","","",2020-03-01,-9,0,-8,-14,0,4,"domingo",1,3,NA
"385","BO","Bolivia","","",2020-03-02,-9,-1,-4,-13,17,-1,"lunes",2,3,NA
"386","BO","Bolivia","","",2020-03-03,-5,0,-1,-11,18,-2,"martes",3,3,NA
"387","BO","Bolivia","","",2020-03-04,-3,1,1,-7,22,-1,"miercoles",4,3,NA
"388","BO","Bolivia","","",2020-03-05,-5,2,0,-7,21,-1,"jueves",5,3,NA
"389","BO","Bolivia","","",2020-03-06,-4,3,2,-9,20,-2,"viernes",6,3,NA
"390","BO","Bolivia","","",2020-03-07,4,6,2,-7,9,0,"sabado",7,3,NA
"391","BO","Bolivia","","",2020-03-08,-1,5,0,-9,2,2,"domingo",8,3,NA
"392","BO","Bolivia","","",2020-03-09,-6,2,1,-11,19,-1,"lunes",9,3,NA
"393","BO","Bolivia","","",2020-03-10,-3,2,-1,-13,19,-2,"martes",10,3,NA
"394","BO","Bolivia","","",2020-03-11,-5,8,0,-8,22,-2,"miercoles",11,3,NA
"395","BO","Bolivia","","",2020-03-12,-7,8,-2,-8,18,0,"jueves",12,3,NA
"396","BO","Bolivia","","",2020-03-13,-14,3,-7,-11,-1,5,"viernes",13,3,NA
"397","BO","Bolivia","","",2020-03-14,-13,1,-13,-15,-1,5,"sabado",14,3,NA
"398","BO","Bolivia","","",2020-03-15,-24,-4,-21,-24,-4,7,"domingo",15,3,NA
"399","BO","Bolivia","","",2020-03-16,-34,-14,-27,-29,-13,13,"lunes",16,3,NA
"400","BO","Bolivia","","",2020-03-17,-32,-8,-27,-34,-14,11,"martes",17,3,NA
"401","BO","Bolivia","","",2020-03-18,-44,-19,-36,-41,-19,18,"miercoles",18,3,NA
"402","BO","Bolivia","","",2020-03-19,-48,-29,-39,-46,-24,19,"jueves",19,3,NA
"403","BO","Bolivia","","",2020-03-20,-56,-28,-45,-53,-28,23,"viernes",20,3,NA
"404","BO","Bolivia","","",2020-03-21,-47,-5,-33,-48,-24,16,"sabado",21,3,NA
"405","BO","Bolivia","","",2020-03-22,-84,-69,-78,-82,-56,29,"domingo",22,3,NA
"406","BO","Bolivia","","",2020-03-23,-86,-75,-79,-84,-77,40,"lunes",23,3,NA
"407","BO","Bolivia","","",2020-03-24,-85,-72,-79,-83,-78,38,"martes",24,3,NA
"408","BO","Bolivia","","",2020-03-25,-86,-73,-79,-83,-78,38,"miercoles",25,3,NA
"409","BO","Bolivia","","",2020-03-26,-88,-76,-82,-86,-81,41,"jueves",26,3,NA
"410","BO","Bolivia","","",2020-03-27,-87,-72,-81,-85,-80,43,"viernes",27,3,NA
"411","BO","Bolivia","","",2020-03-28,-94,-95,-90,-92,-84,43,"sabado",28,3,NA
"412","BO","Bolivia","","",2020-03-29,-93,-94,-89,-92,-72,35,"domingo",29,3,NA
"413","BO","Bolivia","","",2020-03-30,-85,-70,-79,-85,-79,40,"lunes",30,3,NA
"414","BO","Bolivia","","",2020-03-31,-85,-70,-79,-84,-79,38,"martes",31,3,NA
"415","BO","Bolivia","","",2020-04-01,-85,-69,-78,-83,-78,38,"miercoles",1,4,"abril"
"416","BO","Bolivia","","",2020-04-02,-85,-70,-78,-83,-78,39,"jueves",2,4,"abril"
"417","BO","Bolivia","","",2020-04-03,-83,-64,-76,-82,-76,40,"viernes",3,4,"abril"
"418","BO","Bolivia","","",2020-04-04,-94,-95,-90,-92,-83,43,"sabado",4,4,"abril"
"419","BO","Bolivia","","",2020-04-05,-93,-94,-89,-91,-71,35,"domingo",5,4,"abril"
"420","BO","Bolivia","","",2020-04-06,-83,-66,-75,-82,-76,38,"lunes",6,4,"abril"
"421","BO","Bolivia","","",2020-04-07,-82,-67,-76,-82,-77,37,"martes",7,4,"abril"
"422","BO","Bolivia","","",2020-04-08,-82,-64,-73,-80,-75,36,"miercoles",8,4,"abril"
"423","BO","Bolivia","","",2020-04-09,-81,-62,-73,-79,-75,36,"jueves",9,4,"abril"
"424","BO","Bolivia","","",2020-04-10,-92,-92,-88,-90,-87,47,"viernes",10,4,"abril"
"425","BO","Bolivia","","",2020-04-11,-84,-67,-77,-83,-71,36,"sabado",11,4,"abril"
"426","BO","Bolivia","","",2020-04-12,-92,-93,-89,-91,-70,35,"domingo",12,4,"abril"
"427","BO","Bolivia","","",2020-04-13,-82,-64,-76,-81,-75,38,"lunes",13,4,"abril"
"428","BO","Bolivia","","",2020-04-14,-84,-73,-77,-82,-77,38,"martes",14,4,"abril"
"429","BO","Bolivia","","",2020-04-15,-84,-72,-76,-81,-76,38,"miercoles",15,4,"abril"
"430","BO","Bolivia","","",2020-04-16,-83,-70,-75,-81,-75,38,"jueves",16,4,"abril"
"431","BO","Bolivia","","",2020-04-17,-82,-67,-75,-81,-74,40,"viernes",17,4,"abril"
"432","BO","Bolivia","","",2020-04-18,-93,-92,-89,-91,-81,42,"sabado",18,4,"abril"
"433","BO","Bolivia","","",2020-04-19,-93,-93,-89,-92,-69,35,"domingo",19,4,"abril"
"434","BO","Bolivia","","",2020-04-20,-81,-68,-74,-81,-73,38,"lunes",20,4,"abril"
"435","BO","Bolivia","","",2020-04-21,-82,-69,-75,-81,-75,36,"martes",21,4,"abril"
"436","BO","Bolivia","","",2020-04-22,-81,-68,-74,-80,-73,36,"miercoles",22,4,"abril"
"437","BO","Bolivia","","",2020-04-23,-82,-68,-75,-81,-73,37,"jueves",23,4,"abril"
"438","BO","Bolivia","","",2020-04-24,-81,-65,-73,-80,-72,38,"viernes",24,4,"abril"
"439","BO","Bolivia","","",2020-04-25,-93,-94,-90,-92,-80,42,"sabado",25,4,"abril"
"440","BO","Bolivia","","",2020-04-26,-93,-93,-89,-92,-68,34,"domingo",26,4,"abril"
"441","BO","Bolivia","","",2020-04-27,-80,-67,-73,-80,-71,37,"lunes",27,4,"abril"
"442","BO","Bolivia","","",2020-04-28,-79,-67,-73,-79,-72,33,"martes",28,4,"abril"
"443","BO","Bolivia","","",2020-04-29,-81,-69,-73,-79,-71,36,"miercoles",29,4,"abril"
"444","BO","Bolivia","","",2020-04-30,-79,-66,-71,-78,-70,35,"jueves",30,4,"abril"
"445","BO","Bolivia","","",2020-05-01,-90,-88,-86,-88,-83,44,"viernes",1,5,NA
"446","BO","Bolivia","","",2020-05-02,-81,-67,-73,-81,-65,34,"sabado",2,5,NA
"447","BO","Bolivia","","",2020-05-03,-90,-90,-87,-90,-63,33,"domingo",3,5,NA
"448","BO","Bolivia","","",2020-05-04,-79,-65,-72,-79,-68,36,"lunes",4,5,NA
"449","BO","Bolivia","","",2020-05-05,-79,-67,-72,-78,-70,34,"martes",5,5,NA
"450","BO","Bolivia","","",2020-05-06,-80,-68,-72,-77,-69,36,"miercoles",6,5,NA
"451","BO","Bolivia","","",2020-05-07,-79,-65,-72,-77,-68,35,"jueves",7,5,NA
"452","BO","Bolivia","","",2020-05-08,-78,-61,-69,-75,-67,37,"viernes",8,5,NA
"453","BO","Bolivia","","",2020-05-09,-90,-91,-87,-88,-76,40,"sabado",9,5,NA
"454","BO","Bolivia","","",2020-05-10,-90,-90,-86,-89,-61,33,"domingo",10,5,NA
"455","BO","Bolivia","","",2020-05-11,-73,-58,-66,-74,-63,34,"lunes",11,5,NA
"456","BO","Bolivia","","",2020-05-12,-75,-63,-66,-73,-65,33,"martes",12,5,NA
"457","BO","Bolivia","","",2020-05-13,-74,-59,-65,-72,-62,33,"miercoles",13,5,NA
"458","BO","Bolivia","","",2020-05-14,-73,-58,-65,-73,-62,31,"jueves",14,5,NA
"459","BO","Bolivia","","",2020-05-15,-72,-54,-63,-71,-60,33,"viernes",15,5,NA
"460","BO","Bolivia","","",2020-05-16,-89,-89,-85,-88,-73,38,"sabado",16,5,NA
"461","BO","Bolivia","","",2020-05-17,-89,-89,-85,-88,-57,32,"domingo",17,5,NA
"462","BO","Bolivia","","",2020-05-18,-69,-54,-62,-72,-57,32,"lunes",18,5,NA
"463","BO","Bolivia","","",2020-05-19,-69,-56,-62,-71,-59,31,"martes",19,5,NA
"464","BO","Bolivia","","",2020-05-20,-71,-56,-62,-70,-57,32,"miercoles",20,5,NA
"465","BO","Bolivia","","",2020-05-21,-70,-54,-62,-70,-57,32,"jueves",21,5,NA
"466","BO","Bolivia","","",2020-05-22,-69,-50,-61,-70,-55,32,"viernes",22,5,NA
"467","BO","Bolivia","","",2020-05-23,-88,-88,-84,-86,-70,38,"sabado",23,5,NA
"468","BO","Bolivia","","",2020-05-24,-87,-87,-83,-88,-54,31,"domingo",24,5,NA
"469","BO","Bolivia","","",2020-05-25,-65,-49,-57,-67,-54,31,"lunes",25,5,NA
"470","BO","Bolivia","","",2020-05-26,-62,-45,-54,-65,-52,28,"martes",26,5,NA
"471","BO","Bolivia","","",2020-05-27,-62,-45,-52,-63,-49,27,"miercoles",27,5,NA
"472","BO","Bolivia","","",2020-05-28,-68,-54,-59,-68,-53,30,"jueves",28,5,NA
"473","BO","Bolivia","","",2020-05-29,-66,-46,-56,-66,-51,31,"viernes",29,5,NA
"474","BO","Bolivia","","",2020-05-30,-86,-86,-82,-86,-67,36,"sabado",30,5,NA
"475","BO","Bolivia","","",2020-05-31,-86,-86,-82,-87,-50,30,"domingo",31,5,NA
"476","BO","Bolivia","","",2020-06-01,-56,-38,-43,-59,-43,26,"lunes",1,6,NA
"477","BO","Bolivia","","",2020-06-02,-57,-42,-46,-59,-45,26,"martes",2,6,NA
"478","BO","Bolivia","","",2020-06-03,-59,-42,-46,-57,-43,26,"miercoles",3,6,NA
"479","BO","Bolivia","","",2020-06-04,-60,-44,-47,-58,-45,28,"jueves",4,6,NA
"480","BO","Bolivia","","",2020-06-05,-56,-31,-42,-57,-42,26,"viernes",5,6,NA
"481","BO","Bolivia","","",2020-06-06,-84,-84,-81,-85,-65,36,"sabado",6,6,NA
"482","BO","Bolivia","","",2020-06-07,-84,-84,-80,-86,-47,30,"domingo",7,6,NA
"483","BO","Bolivia","","",2020-06-08,-53,-34,-40,-57,-39,25,"lunes",8,6,NA
"484","BO","Bolivia","","",2020-06-09,-54,-38,-43,-58,-42,24,"martes",9,6,NA
"485","BO","Bolivia","","",2020-06-10,-54,-35,-40,-55,-40,24,"miercoles",10,6,NA
"486","BO","Bolivia","","",2020-06-11,-71,-62,-64,-69,-65,33,"jueves",11,6,NA
"487","BO","Bolivia","","",2020-06-12,-54,-31,-39,-55,-40,24,"viernes",12,6,NA
"488","BO","Bolivia","","",2020-06-13,-79,-70,-75,-82,-57,33,"sabado",13,6,NA
"489","BO","Bolivia","","",2020-06-14,-83,-82,-79,-85,-44,29,"domingo",14,6,NA
"490","BO","Bolivia","","",2020-06-15,-53,-34,-39,-56,-39,24,"lunes",15,6,NA
"491","BO","Bolivia","","",2020-06-16,-53,-38,-41,-56,-42,24,"martes",16,6,NA
"492","BO","Bolivia","","",2020-06-17,-56,-38,-42,-55,-40,25,"miercoles",17,6,NA
"493","BO","Bolivia","","",2020-06-18,-55,-37,-41,-53,-41,24,"jueves",18,6,NA
"494","BO","Bolivia","","",2020-06-19,-52,-27,-35,-49,-40,22,"viernes",19,6,NA
"495","BO","Bolivia","","",2020-06-20,-82,-79,-79,-84,-62,34,"sabado",20,6,NA
"496","BO","Bolivia","","",2020-06-21,-82,-80,-79,-85,-45,29,"domingo",21,6,NA
"497","BO","Bolivia","","",2020-06-22,-74,-65,-73,-76,-71,37,"lunes",22,6,NA
"498","BO","Bolivia","","",2020-06-23,-53,-31,-42,-56,-43,23,"martes",23,6,NA
"499","BO","Bolivia","","",2020-06-24,-61,-47,-52,-61,-45,26,"miercoles",24,6,NA
"500","BO","Bolivia","","",2020-06-25,-60,-46,-51,-60,-46,27,"jueves",25,6,NA
"501","BO","Bolivia","","",2020-06-26,-58,-35,-45,-57,-44,27,"viernes",26,6,NA
"502","BO","Bolivia","","",2020-06-27,-77,-73,-75,-80,-59,33,"sabado",27,6,NA
"503","BO","Bolivia","","",2020-06-28,-76,-72,-74,-81,-40,28,"domingo",28,6,NA
"504","BO","Bolivia","","",2020-06-29,-62,-45,-51,-63,-47,28,"lunes",29,6,NA
"505","BO","Bolivia","","",2020-06-30,-61,-46,-51,-62,-49,27,"martes",30,6,NA
"506","BO","Bolivia","","",2020-07-01,-64,-49,-53,-63,-48,28,"miercoles",1,7,NA
"507","BO","Bolivia","","",2020-07-02,-62,-46,-52,-60,-48,28,"jueves",2,7,NA
"508","BO","Bolivia","","",2020-07-03,-61,-39,-49,-60,-47,28,"viernes",3,7,NA
"509","BO","Bolivia","","",2020-07-04,-80,-76,-77,-82,-61,34,"sabado",4,7,NA
"510","BO","Bolivia","","",2020-07-05,-81,-79,-77,-83,-43,28,"domingo",5,7,NA
"511","BO","Bolivia","","",2020-07-06,-53,-32,-45,-57,-44,25,"lunes",6,7,NA
"512","BO","Bolivia","","",2020-07-07,-54,-36,-47,-58,-47,25,"martes",7,7,NA
"513","BO","Bolivia","","",2020-07-08,-59,-42,-49,-58,-46,27,"miercoles",8,7,NA
"514","BO","Bolivia","","",2020-07-09,-57,-39,-48,-57,-46,26,"jueves",9,7,NA
"515","BO","Bolivia","","",2020-07-10,-55,-32,-44,-56,-44,26,"viernes",10,7,NA
"516","BO","Bolivia","","",2020-07-11,-79,-75,-75,-80,-59,33,"sabado",11,7,NA
"517","BO","Bolivia","","",2020-07-12,-80,-77,-75,-81,-42,27,"domingo",12,7,NA
"518","BO","Bolivia","","",2020-07-13,-45,-25,-37,-51,-39,22,"lunes",13,7,NA
"519","BO","Bolivia","","",2020-07-14,-45,-27,-37,-48,-41,21,"martes",14,7,NA
"520","BO","Bolivia","","",2020-07-15,-45,-23,-33,-43,-37,21,"miercoles",15,7,NA
"521","BO","Bolivia","","",2020-07-16,-55,-39,-59,-62,-50,27,"jueves",16,7,NA
"522","BO","Bolivia","","",2020-07-17,-60,-43,-65,-68,-54,30,"viernes",17,7,NA
"523","BO","Bolivia","","",2020-07-18,-80,-77,-76,-81,-61,34,"sabado",18,7,NA
"524","BO","Bolivia","","",2020-07-19,-80,-78,-75,-82,-44,28,"domingo",19,7,NA
"525","BO","Bolivia","","",2020-07-20,-45,-24,-37,-49,-38,22,"lunes",20,7,NA
"526","BO","Bolivia","","",2020-07-21,-45,-29,-39,-50,-41,22,"martes",21,7,NA
"527","BO","Bolivia","","",2020-07-22,-48,-31,-42,-49,-38,23,"miercoles",22,7,NA
"528","BO","Bolivia","","",2020-07-23,-45,-27,-40,-48,-38,21,"jueves",23,7,NA
"529","BO","Bolivia","","",2020-07-24,-56,-35,-48,-57,-44,26,"viernes",24,7,NA
"530","BO","Bolivia","","",2020-07-25,-81,-78,-76,-80,-62,34,"sabado",25,7,NA
"531","BO","Bolivia","","",2020-07-26,-79,-77,-75,-81,-44,28,"domingo",26,7,NA
"532","BO","Bolivia","","",2020-07-27,-47,-28,-40,-50,-40,23,"lunes",27,7,NA
"533","BO","Bolivia","","",2020-07-28,-46,-30,-40,-49,-40,22,"martes",28,7,NA
"534","BO","Bolivia","","",2020-07-29,-48,-31,-42,-48,-39,23,"miercoles",29,7,NA
"535","BO","Bolivia","","",2020-07-30,-48,-30,-42,-49,-41,23,"jueves",30,7,NA
"536","BO","Bolivia","","",2020-07-31,-52,-30,-44,-53,-44,25,"viernes",31,7,NA
"537","BO","Bolivia","","",2020-08-01,-78,-75,-73,-78,-60,33,"sabado",1,8,"febrero"
"538","BO","Bolivia","","",2020-08-02,-78,-76,-73,-79,-42,27,"domingo",2,8,"febrero"
"539","BO","Bolivia","","",2020-08-03,-43,-23,-37,-50,-37,22,"lunes",3,8,"febrero"
"540","BO","Bolivia","","",2020-08-04,-42,-25,-38,-50,-38,21,"martes",4,8,"febrero"
"541","BO","Bolivia","","",2020-08-05,-41,-18,-32,-43,-35,20,"miercoles",5,8,"febrero"
"542","BO","Bolivia","","",2020-08-06,-63,-53,-59,-63,-64,30,"jueves",6,8,"febrero"
"543","BO","Bolivia","","",2020-08-07,-59,-42,-58,-66,-52,29,"viernes",7,8,"febrero"
"544","BO","Bolivia","","",2020-08-08,-70,-59,-69,-76,-54,30,"sabado",8,8,"febrero"
"545","BO","Bolivia","","",2020-08-09,-76,-75,-71,-79,-41,27,"domingo",9,8,"febrero"
"546","BO","Bolivia","","",2020-08-10,-42,-22,-35,-49,-36,21,"lunes",10,8,"febrero"
"547","BO","Bolivia","","",2020-08-11,-44,-28,-40,-51,-39,21,"martes",11,8,"febrero"
"548","BO","Bolivia","","",2020-08-12,-46,-29,-41,-50,-36,22,"miercoles",12,8,"febrero"
"549","BO","Bolivia","","",2020-08-13,-45,-27,-41,-49,-37,22,"jueves",13,8,"febrero"
"550","BO","Bolivia","","",2020-08-14,-49,-28,-43,-55,-39,23,"viernes",14,8,"febrero"
"551","BO","Bolivia","","",2020-08-15,-75,-71,-70,-74,-56,30,"sabado",15,8,"febrero"
"552","BO","Bolivia","","",2020-08-16,-76,-74,-70,-77,-42,26,"domingo",16,8,"febrero"
"553","BO","Bolivia","","",2020-08-17,-43,-23,-36,-44,-34,20,"lunes",17,8,"febrero"
"554","BO","Bolivia","","",2020-08-18,-41,-24,-37,-42,-34,19,"martes",18,8,"febrero"
